,transaction_date,owner,ticker,asset_type,type,amount,senator,est_amt,5_day_pct_change,15_day_pct_change,30_day_pct_change
3592,5/7/2018,Joint,HD,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,8000.5,0.040967476,0.007844736,0.091334361
3593,5/7/2018,Joint,MCD,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,8000.5,-0.001696912,-0.026545301,0.006169296
3594,5/24/2018,Joint,F,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,8000.5,0.00774526,0.022375309,-0.036144514
3595,5/24/2018,Joint,ETN,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,8000.5,-0.02547203,0.004308692,-0.014066705
3596,5/24/2018,Joint,BUD,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,8000.5,-0.024334212,0.02903389,0.084177547
3597,5/24/2018,Joint,ADI,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,8000.5,0.035353522,0.073015715,0.027346499
3598,5/24/2018,Joint,IBM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,8000.5,-0.014715374,0.009162072,0.002220938
3599,5/7/2018,Self,TSLA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,8000.5,-0.035670638,-0.062786965,0.164415252
3600,5/7/2018,Self,MGA,Stock,Sale,"$15,001 - $50,000",Sheldon Whitehouse,-32500.5,0.076138656,0.046052211,0.048200671
3621,5/23/2018,Self,T,Stock,Sale,"$50,001 - $100,000",John Hoeven,-75000.5,-0.000309418,0.005876724,0.010825817
3622,5/23/2018,Self,GIS,Stock,Sale,"$50,001 - $100,000",John Hoeven,-75000.5,0,0.052494581,0.065027158
3623,5/31/2018,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.07965862,0.324798498,0.30109058
3624,5/29/2018,Joint,BAC,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.009633301,0.014487284,-0.005622045
3625,5/29/2018,Joint,UHAL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.042300142,0.020045941,0.065552077
3626,5/25/2018,Joint,CRMT,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.001546767,0.032482574,-0.020108322
3627,5/24/2018,Joint,DIS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.026931781,0.066007287,0.046638099
3628,5/23/2018,Joint,CRMT,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.024999976,-0.006250024,0.003124952
3629,5/23/2018,Joint,WPX,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.001099425,-0.023639378,0.04233087
3630,5/22/2018,Joint,CRMT,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.016759764,0.022346393,0.028730972
3631,5/22/2018,Joint,CRMT,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.016759764,0.022346393,0.028730972
3632,5/22/2018,Joint,WPX,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.010445224,0.006047207,0.017042301
3633,5/22/2018,Joint,PEP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.01901334,0.063125939,0.106349859
3634,5/21/2018,Joint,CRMT,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.188299801,0.174588649,0.167276007
3635,5/17/2018,Joint,WPX,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.05145895,-0.049336885,-0.043501309
3636,5/17/2018,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.023457902,0,0.194613356
3637,5/16/2018,Joint,PEP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.033542536,0.050420492,0.128506451
3638,5/15/2018,Joint,HBI,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.055587741,0.121019233,0.261725602
3639,5/10/2018,Joint,WPX,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.025013649,0,-0.022838504
3640,5/10/2018,Joint,GLW,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.017178475,0.02848782,0.048358205
3641,5/8/2018,Joint,FOXA,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0,0,0
3642,5/8/2018,Joint,HBI,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.040372597,0.120494043,0.290977596
3643,5/8/2018,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.003904562,-0.0715835,0.223861172
3644,5/7/2018,Joint,WPX,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.016084248,-0.016084354,-0.020521399
3645,5/4/2018,Joint,FOXA,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0,0,0
3646,5/4/2018,Joint,TWX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.007193453,0.011058608,0.06044661
3647,5/4/2018,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.037564803,-0.035405859,0.174870435
3648,5/4/2018,Joint,HBI,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.004759107,0.091883705,0.251554404
3649,5/2/2018,Joint,FEYE,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.023719603,-0.101347668,-0.067385448
3650,5/1/2018,Joint,FEYE,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.028291544,-0.08868331,-0.056039109
3651,5/1/2018,Joint,FEYE,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.028291544,-0.08868331,-0.056039109
3652,5/1/2018,Joint,HBI,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.055273303,0.037503165,0.199132936
3653,5/15/2018,Spouse,BAC,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,-0.01057009,-0.033864776,-0.091755838
3660,4/23/2018,Spouse,GILD,Stock,Sale,"$1,001 - $15,000","Angus S King, Jr.",-8000.5,-0.024050525,-0.094041213,-0.053371183
3663,8/31/2017,Child,FE,Stock,Sale,"$1,001 - $15,000","Robert P Casey, Jr.",-8000.5,-0.011356779,-0.051872344,-0.00276225
3664,4/23/2018,Spouse,VFC,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.035467266,-0.0066582,0.066068928
3665,4/23/2018,Spouse,UPS,Stock,Purchase,"$1,001 - $15,000",William Cassidy,8000.5,0.040234574,0.066263336,0.078992705
3666,4/23/2018,Spouse,SBUX,Stock,Purchase,"$1,001 - $15,000",William Cassidy,8000.5,-0.010144369,-0.012572955,-0.037634678
3667,4/23/2018,Spouse,PG,Stock,Purchase,"$1,001 - $15,000",William Cassidy,8000.5,-0.009040891,0.00383571,0.013287734
3668,4/23/2018,Spouse,MSFT,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,-0.019192611,0.028107054,0.076381176
3669,4/23/2018,Spouse,MDT,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.001374889,0.076980862,0.082979606
3670,4/23/2018,Spouse,LOW,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,-0.017988897,0.031451067,0.161544135
3671,4/23/2018,Spouse,IBM,Stock,Purchase,"$1,001 - $15,000",William Cassidy,8000.5,-0.006170443,0.000286793,-0.003872395
3672,4/23/2018,Spouse,GWW,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,-0.016533641,0.038366604,0.1045923
3673,4/25/2018,Spouse,XOM,Stock,Purchase,"$1,001 - $15,000",William Cassidy,8000.5,-0.033962305,0.042155289,0.053082551
3674,4/23/2018,Spouse,EMR,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,-0.049928562,0.039339656,0.046685198
3675,4/23/2018,Spouse,CMCSA,Stock,Purchase,"$1,001 - $15,000",William Cassidy,8000.5,-0.073220977,-0.051077437,-0.082373562
3676,4/23/2018,Spouse,CSCO,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.000903965,0.032768324,-0.013107348
3677,4/23/2018,Spouse,CVS,Stock,Purchase,"$1,001 - $15,000",William Cassidy,8000.5,0.063185256,0.017357026,-0.035779488
3678,4/23/2018,Spouse,BLK,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.003174115,0.038299629,0.027950601
3679,4/23/2018,Spouse,AFL,Stock,Purchase,"$1,001 - $15,000",William Cassidy,8000.5,0.005960209,-0.001324641,0.009045614
3680,3/5/2018,Spouse,WFC,Stock,Purchase,"$1,001 - $15,000","A. Mitchell Mcconnell, Jr.",8000.5,0.00746666,-0.092029687,-0.121896035
3681,12/5/2017,Spouse,WFC,Stock,Purchase,"$1,001 - $15,000","A. Mitchell Mcconnell, Jr.",8000.5,0.030401451,0.040990585,0.096840317
3682,9/7/2017,Spouse,WFC,Stock,Purchase,"$1,001 - $15,000","A. Mitchell Mcconnell, Jr.",8000.5,0.032407321,0.091988574,0.081924417
3694,4/30/2018,Self,REVB,Stock,Sale,"$1,001 - $15,000",Patrick J Toomey,-8000.5,,,
3695,4/23/2018,Self,BOX,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,8000.5,-0.00218242,0.184635512,0.158446141
3696,4/24/2018,Spouse,WEC,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.033067254,-0.011658693,-0.043571973
3697,4/24/2018,Spouse,WMT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,,,
3698,4/24/2018,Spouse,VFC,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.031145757,0.007177629,0.078313222
3699,4/24/2018,Spouse,UTX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,,,
3700,4/24/2018,Spouse,USB,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.005950153,0.01388347,0.026775192
3701,4/24/2018,Spouse,MMM,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.030378371,0.006364034,0.02050551
3702,4/24/2018,Spouse,TGT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.007656255,0.045042797,0.113968587
3703,4/24/2018,Spouse,SYY,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.018730939,0.016470217,0.062166809
3704,4/24/2018,Spouse,QCOM,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.017621031,0.114137008,0.210757232
3705,4/24/2018,Spouse,PG,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.007448608,0.00620659,0.025516947
3706,4/24/2018,Spouse,PX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0,0,0
3707,4/24/2018,Spouse,PII,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.024005082,-0.016064422,0.152056794
3708,4/24/2018,Spouse,PSX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.023986181,0.083218978,0.074986743
3709,4/24/2018,Spouse,PEP,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.022772019,-0.045741361,0.003128408
3710,4/24/2018,Spouse,PAYX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.02118427,0.08174307,0.145701675
3711,4/24/2018,Spouse,NVS,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.009222012,0.005974798,-0.023119923
3712,4/24/2018,Spouse,NSC,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.055716189,0.122516613,0.132346237
3713,4/24/2018,Spouse,NKE,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.016873203,0.037778031,0.11928919
3714,4/24/2018,Spouse,NEE,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.006474573,-0.020472457,-0.030647238
3715,4/24/2018,Spouse,JPM,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.014763264,0.023729694,-0.000452864
3716,4/24/2018,Spouse,MSFT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.020188984,0.045103193,0.1053933
3717,4/24/2018,Spouse,MDT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.020662741,0.0629961,0.09915577
3718,4/24/2018,Spouse,MCD,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.038901316,0.036485887,0.038719886
3719,4/24/2018,Spouse,LOW,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.00060327,0.033530483,0.187914712
3720,4/24/2018,Spouse,JNJ,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.001426473,-0.008400155,-0.019726833
3721,4/24/2018,Spouse,IBM.MX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.011926553,0.030576208,0.060951082
3722,4/24/2018,Spouse,ITW,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.037754747,-0.024657336,-0.016505193
3723,4/24/2018,Spouse,HRS,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,,,
3724,4/24/2018,Spouse,GIS,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.018481012,-0.042370772,-0.039891628
3725,4/24/2018,Spouse,GD,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.111341277,-0.091748455,-0.092379126
3726,4/24/2018,Spouse,FDS,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.02294281,0.018799399,0.067367022
3727,4/24/2018,Spouse,XOM,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.017868735,0.054486557,0.057967407
3728,4/24/2018,Spouse,ES,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.005215302,-0.034488464,-0.089620526
3729,4/24/2018,Spouse,EMR,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.009956093,0.058822867,0.080344311
3730,4/24/2018,Spouse,EV,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.01576903,0.040577242,0.025393114
3731,4/24/2018,Spouse,CL,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.024463377,-0.074741066,-0.06093348
3732,4/24/2018,Spouse,CLX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.016179446,0.021224863,0.060629719
3733,4/24/2018,Spouse,CSCO,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.024919947,0.039780624,0.011888373
3734,4/24/2018,Spouse,CB,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.001249096,-0.011902914,-0.034900757
3735,4/24/2018,Spouse,CVX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.018932545,0.058756279,0.015634652
3736,4/24/2018,Spouse,BLK,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.008312072,0.03797919,0.08010574
3737,4/24/2018,Spouse,BDX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.012257424,-0.02655061,0.003161797
3738,4/24/2018,Spouse,ADP,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.021320365,0.092417293,0.170048094
3739,4/24/2018,Spouse,ADI,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.013804992,0.067427369,0.164860281
3740,4/24/2018,Spouse,AMGN,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.015470717,0.002326243,0.075763234
3741,4/24/2018,Spouse,APD,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.009207121,0.012682941,0.022743748
3742,4/24/2018,Spouse,ACN,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.005626414,0.019858198,0.077050237
3743,4/24/2018,Spouse,ABT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.008746295,0.038243908,0.089693077
3744,4/24/2018,Spouse,T,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.070285623,-0.083142764,-0.046285582
3745,4/24/2018,Spouse,AFL,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.005091968,-0.001549757,0.017516075
3746,4/24/2018,Spouse,VGK,Stock,Sale,"$15,001 - $50,000",Shelley M Capito,-32500.5,-0.007893899,0.004870647,-0.008565718
3747,4/24/2018,Spouse,UBSI,Stock,Sale,"$15,001 - $50,000",Shelley M Capito,-32500.5,-0.02974531,0.005665436,0.060906228
3748,4/24/2018,Spouse,NSRGY,Stock,Sale,"$1,001 - $15,000",Shelley M Capito,-8000.5,0.002742889,-0.000130594,-0.015543242
3749,4/24/2018,Spouse,MS,Stock,Sale,"$1,001 - $15,000",Shelley M Capito,-8000.5,-0.019044113,0.038514395,-0.017150619
3750,4/24/2018,Spouse,LULU,Stock,Sale,"$1,001 - $15,000",Shelley M Capito,-8000.5,0.028895721,0.021155783,0.281630552
3751,4/24/2018,Spouse,IYE,Stock,Sale,"$15,001 - $50,000",Shelley M Capito,-32500.5,0.005498557,0.061484609,0.041739689
3752,4/24/2018,Spouse,KHC,Stock,Sale,"$1,001 - $15,000",Shelley M Capito,-8000.5,-0.014682511,0.044401137,0.035504119
3753,4/24/2018,Spouse,RHHBY,Stock,Sale,"$1,001 - $15,000",Shelley M Capito,-8000.5,-0.010028746,0.010028674,-0.046919815
3754,4/24/2018,Spouse,CLB,Stock,Sale,"$1,001 - $15,000",Shelley M Capito,-8000.5,0.034161586,0.053964379,0.063738151
3755,4/24/2018,Spouse,CHK,Stock,Sale,"$1,001 - $15,000",Shelley M Capito,-8000.5,0.013605429,0.26190475,0.48639449
3756,4/24/2018,Spouse,CME,Stock,Sale,"$15,001 - $50,000",Shelley M Capito,-32500.5,-0.031559609,-0.00711657,0.073885954
3757,4/24/2018,Spouse,BRK-B,Stock,Sale,"$15,001 - $50,000",Shelley M Capito,-32500.5,-0.008587411,0.002845516,-0.014278443
3758,4/24/2018,Spouse,AL,Stock,Sale,"$1,001 - $15,000",Shelley M Capito,-8000.5,-0.007615676,0.05759134,0.078316032
3759,4/5/2018,Spouse,WEC,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.028720249,0.003629423,-0.038475481
3760,4/5/2018,Spouse,WMT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,,,
3761,4/5/2018,Spouse,VFC,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.002838809,0.03019737,0.031874884
3762,4/5/2018,Spouse,UTX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,,,
3763,4/5/2018,Spouse,USB,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.00313234,-0.005873108,0.001370506
3764,4/5/2018,Spouse,MMM,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.010289427,-0.09868761,-0.077466793
3765,4/5/2018,Spouse,SYY,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.003316276,0.043773881,0.058862611
3766,4/5/2018,Spouse,PX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0,0,0
3767,4/5/2018,Spouse,PII,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.046290295,-0.105649275,-0.066020217
3768,4/5/2018,Spouse,PSX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.049708646,0.150864441,0.246497286
3769,4/5/2018,Spouse,PEP,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.020439412,-0.066111792,-0.114407013
3770,4/5/2018,Spouse,PAYX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.007885241,-0.022368772,0.04605496
3771,4/5/2018,Spouse,NSC,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.003964142,0.082198879,0.146259553
3772,4/5/2018,Spouse,NEE,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.030061004,-0.004816973,-0.046219507
3773,4/5/2018,Spouse,JPM,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.013317902,-0.015909881,0.009653241
3774,4/5/2018,Spouse,MSFT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.012989804,0.02035079,0.045647153
3775,4/5/2018,Spouse,MDT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.00175681,0.011166949,0.067879694
3776,4/6/2018,Spouse,MCD,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.002976745,-0.018294336,-0.001674438
3777,4/5/2018,Spouse,LOW,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.019267484,-0.05705055,-0.032253784
3778,4/5/2018,Spouse,JNJ,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.00214238,-0.020656676,-0.052482769
3779,4/5/2018,Spouse,ITW,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.018774851,-0.109059882,-0.081589837
3780,4/5/2018,Spouse,HRS,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,,,
3781,4/5/2018,Spouse,GD,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.009301988,-0.03867511,-0.084028885
3782,4/5/2018,Spouse,ES,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.022829303,0.000166834,-0.048491774
3783,4/5/2018,Spouse,EMR,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.003069807,-0.013448409,0.07389775
3784,4/5/2018,Spouse,CL,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.012115482,-0.067256873,-0.127488133
3785,4/5/2018,Spouse,CLX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.04284069,-0.100733367,-0.083855108
3786,4/5/2018,Spouse,CSCO,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.036346349,0.05714975,0.039215723
3787,4/5/2018,Spouse,CB,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.007292028,0.004639813,-0.009722644
3788,4/5/2018,Spouse,CVX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.0165402,0.059084279,0.113384826
3789,4/5/2018,Spouse,BLK,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.010011338,-0.02912353,-0.005237841
3790,4/5/2018,Spouse,BDX,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.015082011,0.057965636,0.018579855
3791,4/5/2018,Spouse,ADP,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.019147317,0.010041656,0.089183796
3792,4/5/2018,Spouse,ADI,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.022871971,-0.024631736,0.04508474
3793,4/5/2018,Spouse,AMGN,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.005697548,0.019593227,0.023244337
3794,4/4/2018,Spouse,APD,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.003207207,0.021217631,0.027200379
3795,4/5/2018,Spouse,ACN,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.001026316,0.013616483,0.031187862
3796,4/5/2018,Spouse,ABT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.012476072,-0.001229474,0.024956812
3797,4/5/2018,Spouse,T,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.013269527,-0.071081514,-0.103916453
3798,4/5/2018,Spouse,AFL,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.021739167,0.045309156,0.041876446
3799,4/5/2018,Spouse,UBSI,Stock,Sale,"$15,001 - $50,000",Shelley M Capito,-32500.5,-0.005673893,-0.021276693,0.019858054
3800,4/4/2018,Self,MDLZ,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,-0.005704793,-0.056810231,-0.060613266
3804,5/3/2018,Self,V,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,0.030036442,0.038700657,0.063981041
3805,5/3/2018,Self,UNH,Stock,Sale,"$50,001 - $100,000",James M Inhofe,-75000.5,-0.001879129,0.036643121,0.097097845
3806,5/3/2018,Self,CRM,Stock,Sale,"$1,001 - $15,000",James M Inhofe,-8000.5,0.049915531,0.03480429,0.112531144
3807,5/3/2018,Self,PEP,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,-0.003381308,0.02643435,0.112701619
3808,5/3/2018,Self,MSFT,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,0.040820721,0.049602627,0.06903365
3809,5/3/2018,Self,LH,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,0.025701489,0.033954224,0.116540936
3810,5/3/2018,Self,XOM,Stock,Sale,"$50,001 - $100,000",James M Inhofe,-75000.5,0.067676992,0.059362514,0.064509644
3811,5/3/2018,Self,DFS,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,0.075861874,0.110139799,0.076223784
3812,5/3/2018,Self,DAL,Stock,Sale,"$1,001 - $15,000",James M Inhofe,-8000.5,0.011188067,0.056639097,0.071789389
3813,5/3/2018,Self,CLR,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,0.065645615,0.047827479,-0.049859277
3814,5/3/2018,Self,COHR,Stock,Sale,"$50,001 - $100,000",James M Inhofe,-75000.5,0.066941588,0.036280004,-0.05307516
3815,5/3/2018,Self,C,Stock,Sale,"$1,001 - $15,000",James M Inhofe,-8000.5,0.073203112,0.024992612,-0.018929475
3816,5/3/2018,Self,KMX,Stock,Sale,"$1,001 - $15,000",James M Inhofe,-8000.5,-0.000631726,0.055116833,0.143240678
3817,5/3/2018,Self,BAM,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,0.028882694,0.024829101,0.055415052
3818,5/3/2018,Self,BLK,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,0.048058425,0.056989976,0.030668625
3819,5/3/2018,Self,GOOGL,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,0.077141107,0.057634122,0.129562471
3820,5/1/2018,Self,AAPL,Stock,Sale,"$50,001 - $100,000",James M Inhofe,-75000.5,0.100236757,0.111068763,0.132083874
3821,4/26/2018,Self,CHKP,Stock,Sale,"$50,001 - $100,000",James M Inhofe,-75000.5,0.001333579,-0.015592985,0.016618743
3822,4/16/2018,Self,BLK,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,-0.009526633,-0.002381658,-0.00112412
3826,4/26/2018,Self,CVS,Stock,Purchase,"$1,001 - $15,000",Gary C Peters,8000.5,-0.093463432,-0.042655488,-0.038724602
3829,4/3/2018,Joint,V,Stock,Sale,"$15,001 - $50,000",Sheldon Whitehouse,-32500.5,0.012751603,0.017365718,0.099832119
3830,4/3/2018,Joint,CVS,Stock,Sale,"$1,001 - $15,000",Sheldon Whitehouse,-8000.5,0.022211472,0.072378975,0.060141583
3831,4/3/2018,Joint,CMCSA,Stock,Sale,"$1,001 - $15,000",Sheldon Whitehouse,-8000.5,0.011652307,-0.00358533,-0.043621122
